id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
Game9-france-russia-118,809,"Here's a proposal for you: We'll all trick the British together yes? You have their trust, you can convince them that because I'm going to use all my resources to clamp down Norway, meaning that they cannot possibly take it, and that since the Germans are obviously going to support Munich with the army in Kiel that they cannot take it. Furthermore, ""you got the Germans to admit"" That they will only be coming to Netherlands with the fleet in Belgium + the fleet in the Helgoland Bight.

Thus you suggest that they do a supported move to the Netherlands using F North Sea and A Ruhr to block that, while you take Belgium.

This will fool them sufficiently that the Germans can use the army in Kiel to support the fleet in Belgium into the Netherlands as well as the fleet in the Bight, ceding Belgium to you in the process, while also freeing me of one necessary support so that I can move from Sweden to Skagerrak, and the British lose two of their units this build phase. Questions?",russia-Game9,Game9-france-russia-117,Game9-france-russia,france-Game9,809,118,1902,6,1,1
Game5-turkey-france-12,398,I'm not quite sure what to say at this point. We all don't want the other 2 to win.,turkey-Game5,Game5-turkey-france-11,Game5-turkey-france,france-Game5,398,12,1908,10,-2,0
Game5-germany-russia-1,84,"I do, but I'm curious as to what you'd suggest.",germany-Game5,Game5-germany-russia-0,Game5-germany-russia,russia-Game5,84,1,1901,3,-1,1
Game1-italy-france-18,234,I haven’t really heard much from him. I think I disappointed him when I said “no thanks” on Piedmont. Let me reach out to him now and see if I can get a read.,italy-Game1,Game1-italy-france-17,Game1-italy-france,france-Game1,234,18,1901,3,0,1
Game2-turkey-england-33,2294,I'm talking about the four units ready to invade my homeland,turkey-Game2,Game2-turkey-england-32,Game2-turkey-england,england-Game2,2294,33,1905,3,-3,0
Game3-turkey-austria-7,171,"specifically, what has Russia offered you?",turkey-Game3,Game3-turkey-austria-6,Game3-turkey-austria,austria-Game3,171,7,1901,3,0,0
Game11-germany-france-94,990,"I can probably jump into Edinburgh via the Norwegian sea this next year, no need for the Belgium transfer.",germany-Game11,Game11-germany-france-93,Game11-germany-france,france-Game11,990,94,1904,7,0,0
Game1-england-italy-295,1832,That’s the best I can come up with if G is being honest with me.,italy-Game1,Game1-england-italy-294,Game1-england-italy,england-Game1,1832,295,1907,10,5,1
Game5-england-france-24,230,I'd take your support from lon to hol this turn if you're still ok with giving it?,england-Game5,Game5-england-france-23,Game5-england-france,france-Game5,230,24,1902,5,-1,0
Game4-turkey-france-13,323,Any preferences on who you want to work with? It might affect some of my decisions here.,france-Game4,Game4-turkey-france-12,Game4-turkey-france,turkey-Game4,323,13,1901,6,1,0
Game4-austria-france-71,1294,I can't stop you from moving to Venice though I do feel like you are better off putting it on the front lines,france-Game4,Game4-austria-france-70,Game4-austria-france,austria-Game4,1294,71,1906,12,9,1
Game2-turkey-france-10,752,"To@assure me that moving to Piedmont isn’t an act of war, which seems laughable but is manageable",france-Game2,Game2-turkey-france-9,Game2-turkey-france,turkey-Game2,752,10,1902,5,0,1
Game12-england-france-37,278,"Russia is back, but they're still really bad about responding.",england-Game12,Game12-england-france-36,Game12-england-france,france-Game12,278,37,1902,4,0,0
Game3-austria-germany-39,1062,Going to support their push into Ukr,austria-Game3,Game3-austria-germany-38,Game3-austria-germany,germany-Game3,1062,39,1904,5,0,0
Game1-england-italy-261,1787,"Also, I need to decide to work with Russia or Austria in the East. What’s your preference?",italy-Game1,Game1-england-italy-260,Game1-england-italy,england-Game1,1787,261,1907,10,5,1
Game4-turkey-russia-38,659,I did not have enough time to change my orders. Plus I didn't know which army to support... We needed more time.,turkey-Game4,Game4-turkey-russia-37,Game4-turkey-russia,russia-Game4,659,38,1902,5,0,1
Game1-germany-russia-29,1130,"England has been talking with me about a Russia-Germany-England alliance, and I agree with them that it's the only thing that makes sense in the face of the Austria-Italy powerhouse. I assume England's been speaking with you as well, and just wanted to confirm the three of us are on the same page. 

On that note, the moves I have planned for this year are all geared towards attacking the west, but I am happy to change my plans if you want some support or coordination to the east.",germany-Game1,Game1-germany-russia-28,Game1-germany-russia,russia-Game1,1130,29,1905,5,0,0
Game4-england-germany-36,233,I'm more than willing to cede territory to you going forward when I'm better in a position to subdue France or Russia depending on what we've decided. Does that sound alright?,germany-Game4,Game4-england-germany-35,Game4-england-germany,england-Game4,233,36,1901,3,0,1
Game8-england-italy-5,105,"Haven't gotten much of an impression yet, to be honest.",england-Game8,Game8-england-italy-4,Game8-england-italy,italy-Game8,105,5,1901,3,0,0
Game3-england-germany-285,1337,"Hey! Sorry for the delay, was kind of checked out for the weekend haha. Yeah, happy to give back Swe. Would you be ok supporting me into Moscow?",germany-Game3,Game3-england-germany-284,Game3-england-germany,england-Game3,1337,285,1905,7,1,0
Game4-england-france-203,1202,"There's no getting around it: I need builds to fuel a campaign against Italy and Turkey in the south. I'm glad you are looking for an opportunity to make this as amicable as possible- I definitely don't intend on going after the island (hence, sending Brest to MAO rather than the English Channel). On top of not being necessary, your coasts are extremely well defended.",france-Game4,Game4-england-france-202,Game4-england-france,england-Game4,1202,203,1905,9,3,1
Game9-france-russia-24,123,Interesting sentiment! What makes you so so concerned about the British?,france-Game9,Game9-france-russia-23,Game9-france-russia,russia-Game9,123,24,1901,3,-1,0
Game3-england-germany-101,744,"Potentially,  but I’m worried that you and France are trying to push me out of this triple",germany-Game3,Game3-england-germany-100,Game3-england-germany,england-Game3,744,101,1903,4,-3,0
Game9-italy-france-59,1003,"Indeed, as is Germany",france-Game9,Game9-italy-france-58,Game9-italy-france,italy-Game9,1003,59,1902,5,1,0
Game7-england-austria-0,28,Hello there! I realize we may not have a ton to talk about but I’m curious about your opinion of the game in general. Also maybe what you think is going on with Italy and Russia.,england-Game7,,Game7-england-austria,austria-Game7,28,0,1901,3,0,0
Game4-turkey-russia-111,1455,I think we might be able to do,russia-Game4,Game4-turkey-russia-110,Game4-turkey-russia,turkey-Game4,1455,111,1907,7,0,1
Game9-france-russia-1,79,I'd be very interested in organizing a group effort against Britain right now. I likely won't move to Saint Petersburg the first turn in case the Germans try something but I'm definitely bouncing in the Black sea.,russia-Game9,Game9-france-russia-0,Game9-france-russia,france-Game9,79,1,1901,4,1,0
Game5-turkey-italy-16,199,"If you're okay with that, I can move A Bul - Gre with your support and withdraw from Bul for a second.",turkey-Game5,Game5-turkey-italy-15,Game5-turkey-italy,italy-Game5,199,16,1902,4,1,0
Game1-england-germany-59,405,This would be a break of my DMZ with France in the channel. Which is why the success of a stab like this is especially important.,england-Game1,Game1-england-germany-58,Game1-england-germany,germany-Game1,405,59,1902,4,-1,0
Game3-england-france-110,1522,Gotcha,england-Game3,Game3-england-france-109,Game3-england-france,france-Game3,1522,110,1906,7,3,0
Game12-france-russia-94,996,"Yeah, I'll be withdrawing from Ruh to cover my CP from Mao then and potentially get through to italy",france-Game12,Game12-france-russia-93,Game12-france-russia,russia-Game12,996,94,1908,7,-4,0
Game9-italy-russia-91,508,"Yeah I really don’t know what people are thinking over there, I’ve tried to get a feel for the alliances (even by offering to exchange info) but haven’t been able to crack them. According to germany, england was not supposed to do what they did (fairly obvious). It is possible that we have misread things though and england acted on their own. France did tell me they want to stay neutral until they trust someone. England sneak attacking Germany could have scared France, leading to the fleet build. This is obviously speculative though",italy-Game9,Game9-italy-russia-90,Game9-italy-russia,russia-Game9,508,91,1902,4,-2,0
Game2-austria-italy-410,1833,What’s up dude,italy-Game2,Game2-austria-italy-409,Game2-austria-italy,austria-Game2,1833,410,1903,5,-2,0
Game10-germany-russia-23,549,Hello Russia. I would like to discuss the reconsideration of alliances. Are you willing to commit to going against Austria?,germany-Game10,Game10-germany-russia-22,Game10-germany-russia,russia-Game10,549,23,1903,6,1,0
Game6-england-france-15,137,"Hey Engand; I know our relationship doesn't stand very well- but we need to stop Russia. They got 3 builds, and have a few more in their pocket, as they are about to crush Austria and turkey at the same time. And then, I'm not sure if you noticed.... but the build in Stp... could only mean one thing. I know your focused on taking my territory rn, but if you want to have any shot at winning your going to need to put aside our differences and get your fleets further south where they can stop russia",france-Game6,Game6-england-france-14,Game6-england-france,england-Game6,137,15,1902,4,0,1
Game9-germany-france-36,631,"Current orders: F Bel H, A Den H, A Ber - Kie, F Kie - HEL, A Mun S Ber - Kie",germany-Game9,Game9-germany-france-35,Game9-germany-france,france-Game9,631,36,1902,5,0,0
Game1-england-italy-368,2115,Haha alright. I’ll keep you “aBrest” of how France will move that fleet (should he choose to share),england-Game1,Game1-england-italy-367,Game1-england-italy,italy-Game1,2115,368,1907,5,-5,1
Game6-england-france-54,452,"Hey England. Can we agree it’s time to put a hold on Turkey, as they are 3 away from getting the solo... we should collaborate/support each other, as it is clear neither of us will be eliminated (sending this message to everyone)",france-Game6,Game6-england-france-53,Game6-england-france,england-Game6,452,54,1908,8,2,1
Game1-austria-italy-149,2505,"I’m so mad at myself for taking the bait last turn. I had both Russia and England urging me to go for a solo, and it was just stupid of me to believe them. 

I’m going to try to leave both Tri and Bud open to you this turn. All yours.",italy-Game1,Game1-austria-italy-148,Game1-austria-italy,austria-Game1,2505,149,1908,13,10,1
Game1-england-germany-77,485,Well England you've taught me an important lesson,germany-Game1,Game1-england-germany-76,Game1-england-germany,england-Game1,485,77,1902,5,1,0
Game4-germany-france-5,115,"It looks like we've already got ourselves a rat. I've heard rumors of Britain looking to attack me. Correct me if I'm wrong but I'm sure he's roped you in too. While, on the flipside he keeps trying to convince me to attack you alongside him. I think he wants to pit us against each other and use the opportunity to swoop against either or both of us. I think we should knock him out while we have the opportunity",germany-Game4,Game4-germany-france-4,Game4-germany-france,france-Game4,115,5,1901,3,0,1
Game11-germany-italy-5,98,"So in that sense Italy is broadly friendly to your interests - if you and France are allied I will leave you alone, but if France is your enemy I could potentially help you to break a stalemate",italy-Game11,Game11-germany-italy-4,Game11-germany-italy,germany-Game11,98,5,1901,3,0,0
Game12-turkey-italy-19,535,"Ah, well.  
So, what's the plan from here?  How far are you planning on riding that juggernaut?",italy-Game12,Game12-turkey-italy-18,Game12-turkey-italy,turkey-Game12,535,19,1903,4,-5,0
Game2-austria-russia-3,248,What did your message to Turkey say? I would love to work with you but we haven't talked nearly enough,austria-Game2,Game2-austria-russia-2,Game2-austria-russia,russia-Game2,248,3,1901,3,-1,0
Game4-turkey-russia-144,1494,k,russia-Game4,Game4-turkey-russia-143,Game4-turkey-russia,turkey-Game4,1494,144,1907,7,0,0
Game9-france-russia-112,797,Not without losses unfortunately. You know it might be more easy for me to put a fleet in the Norwegian sea if you didn't put so much pressure on the Germans.,russia-Game9,Game9-france-russia-111,Game9-france-russia,france-Game9,797,112,1902,6,1,0
